f_score,precision,recall,query,result,ground_truth
1.0,1.0,1.0,Chuwi ,"['220042001857', '220042001859', '220042001858']","['220042001857', '220042001859', '220042001858']"
0.5,0.3333333333333333,1.0,Chuwi i5 ,"['220042001857', '220042001859', '220042001858']",['220042001857']
0.5,0.3333333333333333,1.0,Chuwi i5 16 GB ,"['220042001857', '220042001859', '220042001858']",['220042001857']
0.5,0.3333333333333333,1.0,Chuwi Celeron ,"['220042001754', '220042001857', '220042001859', '220042001766', '220042001717', '220042001858']","['220042001859', '220042001858']"
0.5,0.3333333333333333,1.0,Chuwi Celeron 8 GB ,"['220042001754', '220042001857', '220042001859', '220042001766', '220042001717', '220042001858']","['220042001859', '220042001858']"
0.5,0.3333333333333333,1.0,Chuwi Celeron 8 GB ,"['220042001754', '220042001857', '220042001859', '220042001766', '220042001717', '220042001858']","['220042001859', '220042001858']"
1.0,1.0,1.0,LG ,"['220042001398', '220042001399', '220042001400', '220042001401', '220042001402']","['220042001398', '220042001399', '220042001400', '220042001401', '220042001402']"
1.0,1.0,1.0,LG i7 ,"['220042001398', '220042001399', '220042001400', '220042001401', '220042001402']","['220042001398', '220042001399', '220042001400', '220042001401', '220042001402']"
1.0,1.0,1.0,LG i7 16 GB ,"['220042001398', '220042001399', '220042001400', '220042001401', '220042001402']","['220042001398', '220042001399', '220042001400', '220042001401', '220042001402']"
0.9090909090909091,1.0,0.8333333333333334,MSI ,"['220042001608', '220042001724', '220042001446', '220042001725', '220042001673', '220042001561', '220042001716', '220042001715', '220042001445', '220042001656', '220042001853', '220042001562', '220042001829', '220042001671', '220042001803', '220042001762', '220042001678', '220042001802', '220042001726', '220042001594']","['220042001608', '220042001724', '220042001446', '220042001725', '220042001673', '220042001542', '220042001560', '220042001561', '220042001716', '220042001670', '220042001715', '220042001445', '220042001656', '220042001853', '220042001562', '220042001708', '220042001829', '220042001671', '220042001803', '220042001762', '220042001678', '220042001802', '220042001726', '220042001594']"
0.2666666666666667,0.15384615384615385,1.0,MSI Ryzen 7 ,"['220042001724', '220042001725', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001708', '220042001798', '220042001847', '220042001726']","['220042001708', '220042001726']"
0.23529411764705882,0.13333333333333333,1.0,MSI Ryzen 7 8 GB ,"['220042001724', '220042001725', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001708', '220042001798', '220042001847', '220042001780', '220042001781', '220042001726']","['220042001708', '220042001726']"
0.23529411764705882,0.13333333333333333,1.0,MSI Ryzen 7 8 GB ,"['220042001724', '220042001725', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001708', '220042001798', '220042001847', '220042001780', '220042001781', '220042001726']","['220042001708', '220042001726']"
0.5,0.3333333333333333,1.0,MSI i5 ,"['220042001608', '220042001446', '220042001725', '220042001673', '220042001561', '220042001656', '220042001562', '220042001829', '220042001671', '220042001803', '220042001762', '220042001678', '220042001802', '220042001726', '220042001594']","['220042001562', '220042001829', '220042001671', '220042001802', '220042001594']"
0.4210526315789474,0.26666666666666666,1.0,MSI i5 8 GB ,"['220042001608', '220042001446', '220042001725', '220042001673', '220042001561', '220042001656', '220042001562', '220042001829', '220042001671', '220042001803', '220042001762', '220042001678', '220042001802', '220042001726', '220042001594']","['220042001829', '220042001671', '220042001802', '220042001594']"
0.15384615384615385,0.08333333333333333,1.0,MSI i5 16 GB ,"['220042001446', '220042001673', '220042001561', '220042001716', '220042001670', '220042001715', '220042001445', '220042001853', '220042001562', '220042001829', '220042001802', '220042001594']",['220042001562']
0.4210526315789474,0.26666666666666666,1.0,MSI i5 8 GB ,"['220042001608', '220042001446', '220042001725', '220042001673', '220042001561', '220042001656', '220042001562', '220042001829', '220042001671', '220042001803', '220042001762', '220042001678', '220042001802', '220042001726', '220042001594']","['220042001829', '220042001671', '220042001802', '220042001594']"
0.2222222222222222,0.125,1.0,MSI Ryzen 5 ,"['220042001752', '220042001724', '220042001725', '220042001844', '220042001701', '220042001706', '220042001700', '220042001777', '220042001806', '220042001837', '220042001726', '220042001812', '220042001831', '220042001784', '220042001544', '220042001890']","['220042001724', '220042001725']"
0.2222222222222222,0.125,1.0,MSI Ryzen 5 8 GB ,"['220042001752', '220042001724', '220042001725', '220042001844', '220042001701', '220042001706', '220042001700', '220042001777', '220042001806', '220042001837', '220042001726', '220042001812', '220042001831', '220042001784', '220042001544', '220042001890']","['220042001724', '220042001725']"
0.2222222222222222,0.125,1.0,MSI Ryzen 5 8 GB ,"['220042001752', '220042001724', '220042001725', '220042001844', '220042001701', '220042001706', '220042001700', '220042001777', '220042001806', '220042001837', '220042001726', '220042001812', '220042001831', '220042001784', '220042001544', '220042001890']","['220042001724', '220042001725']"
0.8749999999999999,0.8235294117647058,0.9333333333333333,MSI i7 ,"['220042001608', '220042001446', '220042001725', '220042001673', '220042001560', '220042001561', '220042001716', '220042001670', '220042001715', '220042001445', '220042001656', '220042001853', '220042001829', '220042001803', '220042001762', '220042001678', '220042001594']","['220042001608', '220042001446', '220042001673', '220042001542', '220042001560', '220042001561', '220042001716', '220042001670', '220042001715', '220042001445', '220042001656', '220042001853', '220042001803', '220042001762', '220042001678']"
0.5217391304347826,0.35294117647058826,1.0,MSI i7 8 GB ,"['220042001608', '220042001446', '220042001725', '220042001673', '220042001560', '220042001561', '220042001716', '220042001670', '220042001715', '220042001445', '220042001656', '220042001853', '220042001829', '220042001803', '220042001762', '220042001678', '220042001594']","['220042001608', '220042001446', '220042001656', '220042001803', '220042001762', '220042001678']"
1.0,1.0,1.0,MSI i7 32 GB ,"['220042001542', '220042001560']","['220042001542', '220042001560']"
0.5384615384615384,0.3684210526315789,1.0,MSI i7 16 GB ,"['220042001608', '220042001446', '220042001673', '220042001560', '220042001561', '220042001716', '220042001441', '220042001670', '220042001757', '220042001756', '220042001715', '220042001445', '220042001805', '220042001656', '220042001853', '220042001562', '220042001803', '220042001762', '220042001678']","['220042001673', '220042001561', '220042001716', '220042001670', '220042001715', '220042001445', '220042001853']"
0.5217391304347826,0.35294117647058826,1.0,MSI i7 8 GB ,"['220042001608', '220042001446', '220042001725', '220042001673', '220042001560', '220042001561', '220042001716', '220042001670', '220042001715', '220042001445', '220042001656', '220042001853', '220042001829', '220042001803', '220042001762', '220042001678', '220042001594']","['220042001608', '220042001446', '220042001656', '220042001803', '220042001762', '220042001678']"
0.2666666666666667,0.15384615384615385,1.0,MSI Ryzen 7 ,"['220042001724', '220042001725', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001708', '220042001798', '220042001847', '220042001726']","['220042001708', '220042001726']"
0.23529411764705882,0.13333333333333333,1.0,MSI Ryzen 7 8 GB ,"['220042001724', '220042001725', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001708', '220042001798', '220042001847', '220042001780', '220042001781', '220042001726']","['220042001708', '220042001726']"
0.23529411764705882,0.13333333333333333,1.0,MSI Ryzen 7 8 GB ,"['220042001724', '220042001725', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001708', '220042001798', '220042001847', '220042001780', '220042001781', '220042001726']","['220042001708', '220042001726']"
1.0,1.0,1.0,Surface ,"['220042001792', '220042001794', '220042001791', '220042001790', '220042001787']","['220042001792', '220042001794', '220042001791', '220042001790', '220042001787']"
1.0,1.0,1.0,Surface i5 ,"['220042001792', '220042001794', '220042001791', '220042001790', '220042001787']","['220042001792', '220042001794', '220042001791', '220042001790', '220042001787']"
1.0,1.0,1.0,Surface i5 8 GB ,"['220042001792', '220042001794', '220042001791', '220042001790', '220042001787']","['220042001792', '220042001794', '220042001791', '220042001790', '220042001787']"
1.0,1.0,1.0,Surface i5 8 GB ,"['220042001792', '220042001794', '220042001791', '220042001790', '220042001787']","['220042001792', '220042001794', '220042001791', '220042001790', '220042001787']"
0.888888888888889,1.0,0.8,MacBook ,"['220042001424', '220042001285', '220042001420', '220042001279']","['220042001424', '220042001645', '220042001285', '220042001420', '220042001279']"
0.33333333333333337,0.2,1.0,MacBook Apple M1 Pro ,"['220042001424', '220042001645', '220042001285', '220042001420', '220042001279']",['220042001645']
0.33333333333333337,0.2,1.0,MacBook Apple M1 Pro 16 GB ,"['220042001424', '220042001645', '220042001285', '220042001420', '220042001279']",['220042001645']
0.888888888888889,0.8,1.0,MacBook Apple M1 ,"['220042001424', '220042001645', '220042001285', '220042001420', '220042001279']","['220042001424', '220042001285', '220042001420', '220042001279']"
0.5714285714285715,0.4,1.0,MacBook Apple M1 8 GB ,"['220042001424', '220042001645', '220042001285', '220042001420', '220042001279']","['220042001285', '220042001279']"
0.5714285714285715,0.4,1.0,MacBook Apple M1 16 GB ,"['220042001424', '220042001645', '220042001285', '220042001420', '220042001279']","['220042001424', '220042001420']"
0.5714285714285715,0.4,1.0,MacBook Apple M1 8 GB ,"['220042001424', '220042001645', '220042001285', '220042001420', '220042001279']","['220042001285', '220042001279']"
1.0,1.0,1.0,GIGABYTE ,"['220042001698', '220042001585', '220042001699', '220042001614']","['220042001698', '220042001585', '220042001699', '220042001614']"
1.0,1.0,1.0,GIGABYTE i5 ,"['220042001698', '220042001585', '220042001699', '220042001614']","['220042001698', '220042001585', '220042001699', '220042001614']"
1.0,1.0,1.0,GIGABYTE i5 16 GB ,"['220042001698', '220042001585', '220042001699', '220042001614']","['220042001698', '220042001585', '220042001699', '220042001614']"
0.0,0.0,0.0,Intel ,[],"['220042001757', '220042001756', '220042001755']"
0.0,0.0,0.0,Intel i5 ,[],['220042001755']
0.2857142857142857,0.16666666666666666,1.0,Intel i5 16 GB ,"['220042001441', '220042001757', '220042001756', '220042001755', '220042001805', '220042001322']",['220042001755']
0.2666666666666667,0.15384615384615385,1.0,Intel i7 ,"['220042001666', '220042001441', '220042001757', '220042001756', '220042001872', '220042001628', '220042001805', '220042001835', '220042001669', '220042001769', '220042001774', '220042001631', '220042001836']","['220042001757', '220042001756']"
0.23529411764705882,0.13333333333333333,1.0,Intel i7 16 GB ,"['220042001673', '220042001561', '220042001398', '220042001399', '220042001400', '220042001441', '220042001401', '220042001691', '220042001757', '220042001756', '220042001755', '220042001321', '220042001747', '220042001872', '220042001805']","['220042001757', '220042001756']"
0.8070175438596492,1.0,0.6764705882352942,Asus ,"['220042001779', '220042001705', '220042001747', '220042001581', '220042001805', '220042001884', '220042001550', '220042001690', '220042001689', '220042001846', '220042001801', '220042001840', '220042001804', '220042001615', '220042001883', '220042001397', '220042001682', '220042001882', '220042001881', '220042001591', '220042001693', '220042001727', '220042001795']","['220042001779', '220042001705', '220042001719', '220042001747', '220042001732', '220042001581', '220042001805', '220042001884', '220042001550', '220042001690', '220042001689', '220042001706', '220042001846', '220042001801', '220042001840', '220042001847', '220042001804', '220042001780', '220042001781', '220042001821', '220042001367', '220042001615', '220042001883', '220042001397', '220042001682', '220042001882', '220042001881', '220042001591', '220042001693', '220042001727', '220042001450', '220042001795', '220042001778', '220042001717']"
0.33333333333333337,0.2,1.0,Asus Ryzen 7 ,"['220042001724', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001706', '220042001708', '220042001798', '220042001847', '220042001780', '220042001781', '220042001726']","['220042001847', '220042001780', '220042001781']"
0.33333333333333337,0.2,1.0,Asus Ryzen 7 8 GB ,"['220042001724', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001706', '220042001708', '220042001798', '220042001847', '220042001780', '220042001781', '220042001726']","['220042001847', '220042001780', '220042001781']"
0.33333333333333337,0.2,1.0,Asus Ryzen 7 8 GB ,"['220042001724', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001706', '220042001708', '220042001798', '220042001847', '220042001780', '220042001781', '220042001726']","['220042001847', '220042001780', '220042001781']"
0.975609756097561,0.9523809523809523,1.0,Asus i5 ,"['220042001779', '220042001705', '220042001581', '220042001805', '220042001884', '220042001690', '220042001689', '220042001846', '220042001801', '220042001840', '220042001804', '220042001821', '220042001367', '220042001615', '220042001883', '220042001397', '220042001682', '220042001882', '220042001881', '220042001591', '220042001693']","['220042001779', '220042001705', '220042001581', '220042001884', '220042001690', '220042001689', '220042001846', '220042001801', '220042001840', '220042001804', '220042001821', '220042001367', '220042001615', '220042001883', '220042001397', '220042001682', '220042001882', '220042001881', '220042001591', '220042001693']"
0.9523809523809523,0.9090909090909091,1.0,Asus i5 8 GB ,"['220042001779', '220042001705', '220042001581', '220042001805', '220042001884', '220042001550', '220042001690', '220042001689', '220042001846', '220042001801', '220042001840', '220042001804', '220042001821', '220042001367', '220042001615', '220042001883', '220042001397', '220042001682', '220042001882', '220042001881', '220042001591', '220042001693']","['220042001779', '220042001705', '220042001581', '220042001884', '220042001690', '220042001689', '220042001846', '220042001801', '220042001840', '220042001804', '220042001821', '220042001367', '220042001615', '220042001883', '220042001397', '220042001682', '220042001882', '220042001881', '220042001591', '220042001693']"
0.9523809523809523,0.9090909090909091,1.0,Asus i5 8 GB ,"['220042001779', '220042001705', '220042001581', '220042001805', '220042001884', '220042001550', '220042001690', '220042001689', '220042001846', '220042001801', '220042001840', '220042001804', '220042001821', '220042001367', '220042001615', '220042001883', '220042001397', '220042001682', '220042001882', '220042001881', '220042001591', '220042001693']","['220042001779', '220042001705', '220042001581', '220042001884', '220042001690', '220042001689', '220042001846', '220042001801', '220042001840', '220042001804', '220042001821', '220042001367', '220042001615', '220042001883', '220042001397', '220042001682', '220042001882', '220042001881', '220042001591', '220042001693']"
0.125,0.06666666666666667,1.0,Asus Ryzen 5 ,"['220042001752', '220042001724', '220042001725', '220042001844', '220042001701', '220042001706', '220042001700', '220042001777', '220042001806', '220042001837', '220042001812', '220042001831', '220042001784', '220042001544', '220042001890']",['220042001706']
0.125,0.06666666666666667,1.0,Asus Ryzen 5 8 GB ,"['220042001752', '220042001724', '220042001725', '220042001844', '220042001701', '220042001706', '220042001700', '220042001777', '220042001806', '220042001837', '220042001812', '220042001831', '220042001784', '220042001544', '220042001890']",['220042001706']
0.125,0.06666666666666667,1.0,Asus Ryzen 5 8 GB ,"['220042001752', '220042001724', '220042001725', '220042001844', '220042001701', '220042001706', '220042001700', '220042001777', '220042001806', '220042001837', '220042001812', '220042001831', '220042001784', '220042001544', '220042001890']",['220042001706']
0.33333333333333337,0.2,1.0,Asus Celeron ,"['220042001754', '220042001859', '220042001766', '220042001717', '220042001858']",['220042001717']
0.33333333333333337,0.2,1.0,Asus Celeron 4 GB ,"['220042001754', '220042001450', '220042001766', '220042001717', '220042001858']",['220042001717']
0.375,0.23076923076923078,1.0,Asus i3 ,"['220042001181', '220042001736', '220042001761', '220042001808', '220042001869', '220042001727', '220042001450', '220042001722', '220042001795', '220042001711', '220042001807', '220042001621', '220042001602']","['220042001727', '220042001450', '220042001795']"
0.2666666666666667,0.15384615384615385,1.0,Asus i3 8 GB ,"['220042001181', '220042001736', '220042001761', '220042001808', '220042001869', '220042001727', '220042001450', '220042001722', '220042001795', '220042001711', '220042001807', '220042001621', '220042001602']","['220042001727', '220042001795']"
0.11764705882352941,0.0625,1.0,Asus i3 4 GB ,"['220042001181', '220042001736', '220042001761', '220042001765', '220042001808', '220042001869', '220042001727', '220042001450', '220042001722', '220042001795', '220042001711', '220042001807', '220042001621', '220042001602', '220042001778', '220042001717']",['220042001450']
0.2666666666666667,0.15384615384615385,1.0,Asus i3 8 GB ,"['220042001181', '220042001736', '220042001761', '220042001808', '220042001869', '220042001727', '220042001450', '220042001722', '220042001795', '220042001711', '220042001807', '220042001621', '220042001602']","['220042001727', '220042001795']"
0.4,0.25,1.0,Asus Pentium ,"['220042001750', '220042001753', '220042001778', '220042001744']",['220042001778']
0.33333333333333337,0.2,1.0,Asus Pentium 4 GB ,"['220042001450', '220042001750', '220042001753', '220042001778', '220042001744']",['220042001778']
0.4210526315789473,0.2857142857142857,0.8,Asus i7 ,"['220042001779', '220042001747', '220042001732', '220042001581', '220042001805', '220042001884', '220042001550', '220042001840', '220042001804', '220042001883', '220042001397', '220042001882', '220042001881', '220042001693']","['220042001719', '220042001747', '220042001732', '220042001805', '220042001550']"
0.2222222222222222,0.125,1.0,Asus i7 8 GB ,"['220042001779', '220042001705', '220042001747', '220042001732', '220042001581', '220042001805', '220042001884', '220042001550', '220042001840', '220042001804', '220042001883', '220042001397', '220042001682', '220042001882', '220042001881', '220042001693']","['220042001732', '220042001550']"
0.5454545454545454,0.375,1.0,Asus i7 16 GB ,"['220042001441', '220042001719', '220042001757', '220042001756', '220042001747', '220042001872', '220042001805', '220042001550']","['220042001719', '220042001747', '220042001805']"
0.2222222222222222,0.125,1.0,Asus i7 8 GB ,"['220042001779', '220042001705', '220042001747', '220042001732', '220042001581', '220042001805', '220042001884', '220042001550', '220042001840', '220042001804', '220042001883', '220042001397', '220042001682', '220042001882', '220042001881', '220042001693']","['220042001732', '220042001550']"
0.33333333333333337,0.2,1.0,Asus Ryzen 7 ,"['220042001724', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001706', '220042001708', '220042001798', '220042001847', '220042001780', '220042001781', '220042001726']","['220042001847', '220042001780', '220042001781']"
0.33333333333333337,0.2,1.0,Asus Ryzen 7 8 GB ,"['220042001724', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001706', '220042001708', '220042001798', '220042001847', '220042001780', '220042001781', '220042001726']","['220042001847', '220042001780', '220042001781']"
0.33333333333333337,0.2,1.0,Asus Ryzen 7 8 GB ,"['220042001724', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001706', '220042001708', '220042001798', '220042001847', '220042001780', '220042001781', '220042001726']","['220042001847', '220042001780', '220042001781']"
0.972972972972973,1.0,0.9473684210526315,Lenovo ,"['220042001666', '220042001759', '220042001337', '220042001321', '220042001843', '220042001322', '220042001769', '220042001668', '220042001844', '220042001770', '220042001774', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428', '220042001890']","['220042001666', '220042001759', '220042001337', '220042001411', '220042001321', '220042001843', '220042001322', '220042001769', '220042001668', '220042001844', '220042001770', '220042001774', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428', '220042001890']"
0.08695652173913045,0.045454545454545456,1.0,Lenovo Ryzen 7 ,"['220042001724', '220042001759', '220042001337', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001844', '220042001708', '220042001773', '220042001798', '220042001667', '220042001847', '220042001385', '220042001726', '220042001876', '220042001841', '220042001428', '220042001890']",['220042001843']
0.07692307692307693,0.04,1.0,Lenovo Ryzen 7 8 GB ,"['220042001666', '220042001724', '220042001759', '220042001337', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001769', '220042001844', '220042001774', '220042001708', '220042001773', '220042001798', '220042001667', '220042001847', '220042001385', '220042001726', '220042001876', '220042001841', '220042001428', '220042001890']",['220042001843']
0.07692307692307693,0.04,1.0,Lenovo Ryzen 7 8 GB ,"['220042001666', '220042001724', '220042001759', '220042001337', '220042001764', '220042001892', '220042001763', '220042001843', '220042001776', '220042001845', '220042001809', '220042001769', '220042001844', '220042001774', '220042001708', '220042001773', '220042001798', '220042001667', '220042001847', '220042001385', '220042001726', '220042001876', '220042001841', '220042001428', '220042001890']",['220042001843']
0.7142857142857143,0.5555555555555556,1.0,Lenovo i5 ,"['220042001666', '220042001759', '220042001337', '220042001321', '220042001843', '220042001322', '220042001769', '220042001668', '220042001844', '220042001770', '220042001774', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428', '220042001890']","['220042001759', '220042001337', '220042001322', '220042001668', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428']"
0.6666666666666666,0.5,1.0,Lenovo i5 8 GB ,"['220042001666', '220042001759', '220042001337', '220042001321', '220042001843', '220042001322', '220042001769', '220042001668', '220042001844', '220042001770', '220042001774', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428', '220042001890']","['220042001759', '220042001337', '220042001668', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428']"
0.10526315789473684,0.05555555555555555,1.0,Lenovo i5 16 GB ,"['220042001666', '220042001759', '220042001337', '220042001411', '220042001321', '220042001843', '220042001322', '220042001769', '220042001844', '220042001770', '220042001774', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428', '220042001890']",['220042001322']
0.6666666666666666,0.5,1.0,Lenovo i5 8 GB ,"['220042001666', '220042001759', '220042001337', '220042001321', '220042001843', '220042001322', '220042001769', '220042001668', '220042001844', '220042001770', '220042001774', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428', '220042001890']","['220042001759', '220042001337', '220042001668', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428']"
0.15384615384615385,0.08333333333333333,1.0,Lenovo Ryzen 5 ,"['220042001752', '220042001724', '220042001759', '220042001725', '220042001337', '220042001843', '220042001844', '220042001701', '220042001706', '220042001700', '220042001777', '220042001806', '220042001773', '220042001667', '220042001837', '220042001385', '220042001812', '220042001831', '220042001876', '220042001784', '220042001544', '220042001841', '220042001428', '220042001890']","['220042001844', '220042001890']"
0.07142857142857142,0.037037037037037035,1.0,Lenovo Ryzen 5 8 GB ,"['220042001752', '220042001666', '220042001724', '220042001759', '220042001725', '220042001337', '220042001843', '220042001769', '220042001844', '220042001701', '220042001774', '220042001706', '220042001700', '220042001777', '220042001806', '220042001773', '220042001667', '220042001837', '220042001385', '220042001812', '220042001831', '220042001876', '220042001784', '220042001544', '220042001841', '220042001428', '220042001890']",['220042001844']
0.1111111111111111,0.058823529411764705,1.0,Lenovo Ryzen 5 16 GB ,"['220042001752', '220042001724', '220042001725', '220042001843', '220042001322', '220042001844', '220042001701', '220042001706', '220042001700', '220042001777', '220042001806', '220042001837', '220042001812', '220042001831', '220042001784', '220042001544', '220042001890']",['220042001890']
0.07142857142857142,0.037037037037037035,1.0,Lenovo Ryzen 5 8 GB ,"['220042001752', '220042001666', '220042001724', '220042001759', '220042001725', '220042001337', '220042001843', '220042001769', '220042001844', '220042001701', '220042001774', '220042001706', '220042001700', '220042001777', '220042001806', '220042001773', '220042001667', '220042001837', '220042001385', '220042001812', '220042001831', '220042001876', '220042001784', '220042001544', '220042001841', '220042001428', '220042001890']",['220042001844']
0.5217391304347826,0.35294117647058826,1.0,Lenovo i7 ,"['220042001666', '220042001759', '220042001337', '220042001411', '220042001321', '220042001843', '220042001322', '220042001769', '220042001844', '220042001770', '220042001774', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428']","['220042001666', '220042001411', '220042001321', '220042001769', '220042001770', '220042001774']"
0.3,0.17647058823529413,1.0,Lenovo i7 8 GB ,"['220042001666', '220042001759', '220042001337', '220042001411', '220042001321', '220042001843', '220042001322', '220042001769', '220042001844', '220042001770', '220042001774', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428']","['220042001666', '220042001769', '220042001774']"
0.2857142857142857,0.16666666666666666,1.0,Lenovo i7 16 GB ,"['220042001666', '220042001759', '220042001337', '220042001411', '220042001321', '220042001843', '220042001322', '220042001769', '220042001844', '220042001770', '220042001774', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428', '220042001890']","['220042001411', '220042001321', '220042001770']"
0.3,0.17647058823529413,1.0,Lenovo i7 8 GB ,"['220042001666', '220042001759', '220042001337', '220042001411', '220042001321', '220042001843', '220042001322', '220042001769', '220042001844', '220042001770', '220042001774', '220042001773', '220042001667', '220042001385', '220042001876', '220042001841', '220042001428']","['220042001666', '220042001769', '220042001774']"
